	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
0	  ( 2147483647 0 )	  ( 16 8 ) ( 10 6 ) ( 13 7 )	  ( 13 6 ) ( 16 7 )	  ( 22 7 )	  ( 20 8 ) ( 22 13 )	  ( 22 16 )	  ( 22 13 ) ( 20 9 ) ( 13 7 )	  ( 22 14 ) ( 20 9 ) ( 13 7 )	  ( 40 15 ) ( 25 14 )	  ( 22 17 )	  ( 22 16 )	  ( 22 17 )	  ( 25 1 ) ( 33 2 ) ( 40 14 )	  ( 22 16 )	  ( 40 4 )	  ( 14 7 ) ( 16 8 )	  ( 33 6 ) ( 40 15 )	  ( 40 11 )	  ( 40 11 )	  ( 22 20 ) ( 11 18 )	  ( 40 17 ) ( 33 3 )	  ( 50 6 )	  ( 20 35 ) ( 22 37 )	  ( 40 11 )	  ( 40 10 ) ( 25 7 ) ( 33 8 )	  ( 33 6 ) ( 40 15 )	  ( 25 15 ) ( 40 20 ) ( 33 16 )	  ( 13 6 ) ( 22 8 )	  ( 10 10 ) ( 15 13 ) ( 14 11 )	  ( 22 21 ) ( 11 19 )	  ( 50 7 )	  ( 22 20 )	  ( 40 8 )	  ( 20 20 ) ( 11 18 ) ( 22 22 )	  ( 33 1 ) ( 40 15 )	  ( 11 17 ) ( 22 21 )	  ( 9 13 ) ( 25 14 ) ( 40 15 )	  ( 13 7 ) ( 22 9 )	  ( 33 4 ) ( 40 17 )	  ( 25 6 ) ( 40 11 ) ( 33 7 )	  ( 40 11 ) ( 25 10 )	  ( 25 14 ) ( 40 15 )	  ( 40 16 ) ( 25 15 )	  ( 40 14 ) ( 25 13 )	  ( 13 8 ) ( 22 11 ) ( 20 10 )	  ( 13 8 ) ( 22 15 ) ( 20 9 )	  ( 25 5 ) ( 33 6 ) ( 40 14 )	  ( 25 14 ) ( 40 19 ) ( 33 15 )	  ( 14 11 )	  ( 6 13 ) ( 22 15 ) ( 18 14 )	  ( 40 9 ) ( 25 6 ) ( 33 7 )	  ( 22 34 )	  ( 25 5 ) ( 33 6 ) ( 40 12 )	  ( 40 7 )	  ( 40 8 ) ( 25 7 )	  ( 40 8 )	  ( 50 3 )	  ( 33 1 ) ( 40 15 )	  ( 10 10 ) ( 13 11 ) ( 16 12 )	  ( 13 14 ) ( 14 15 ) ( 10 13 )	  ( 50 10 )	  ( 11 7 ) ( 15 8 ) ( 16 9 )	  ( 40 16 ) ( 25 11 ) ( 33 12 )	  ( 22 10 )	  ( 25 3 ) ( 33 4 ) ( 40 12 )	  ( 13 9 ) ( 16 10 )	  ( 11 7 ) ( 40 9 )	  ( 40 7 )	  ( 18 7 ) ( 40 9 )	  ( 40 8 )	  ( 40 8 )	  ( 40 16 ) ( 25 11 ) ( 33 12 )	  ( 40 15 ) ( 25 10 ) ( 33 11 )
1	  ( 10 6 ) ( 13 7 ) ( 16 8 )	  ( 2147483647 0 )	  ( 50 1 )	  ( 10 7 ) ( 13 8 ) ( 16 9 )	  ( 10 8 ) ( 16 10 ) ( 13 9 )	  ( 13 13 ) ( 16 14 ) ( 10 12 )	  ( 13 8 ) ( 10 7 ) ( 16 11 )	  ( 13 8 ) ( 10 7 ) ( 16 11 )	  ( 14 10 ) ( 16 12 ) ( 15 11 ) ( 9 9 )	  ( 10 13 ) ( 16 15 ) ( 13 14 )	  ( 10 12 ) ( 13 13 ) ( 16 14 )	  ( 13 14 ) ( 16 15 ) ( 10 13 )	  ( 10 5 ) ( 13 6 ) ( 16 7 )	  ( 10 12 ) ( 13 13 ) ( 16 14 )	  ( 15 8 ) ( 16 9 )	  ( 20 3 )	  ( 13 7 ) ( 10 6 ) ( 16 8 )	  ( 15 11 ) ( 16 12 )	  ( 15 11 ) ( 16 12 )	  ( 16 18 ) ( 13 17 ) ( 11 13 )	  ( 10 8 ) ( 16 10 ) ( 13 9 )	  ( 13 7 ) ( 10 6 ) ( 16 8 )	  ( 10 35 ) ( 16 39 ) ( 13 36 )	  ( 15 11 ) ( 16 12 )	  ( 16 4 )	  ( 13 7 ) ( 16 8 ) ( 10 6 )	  ( 12 10 ) ( 16 11 )	  ( 10 6 ) ( 13 7 ) ( 16 10 )	  ( 15 5 )	  ( 11 14 ) ( 16 19 ) ( 13 18 )	  ( 15 9 ) ( 16 10 )	  ( 10 16 ) ( 13 17 ) ( 16 18 )	  ( 15 8 ) ( 16 9 )	  ( 11 13 ) ( 13 17 ) ( 16 18 )	  ( 10 6 ) ( 13 7 ) ( 16 8 )	  ( 16 19 ) ( 13 18 ) ( 11 12 )	  ( 15 11 ) ( 16 12 ) ( 9 8 ) ( 14 10 )	  ( 13 8 ) ( 10 7 ) ( 16 11 )	  ( 13 9 ) ( 10 8 ) ( 16 10 )	  ( 12 1 ) ( 16 2 )	  ( 15 7 ) ( 16 8 ) ( 14 6 )	  ( 14 10 ) ( 16 12 ) ( 9 9 ) ( 15 11 )	  ( 16 13 ) ( 9 10 ) ( 15 12 ) ( 14 11 )	  ( 15 10 ) ( 16 11 ) ( 14 9 )	  ( 13 9 ) ( 10 8 ) ( 16 12 )	  ( 10 8 ) ( 13 9 ) ( 16 11 )	  ( 10 5 ) ( 13 6 ) ( 16 7 )	  ( 16 10 ) ( 12 9 )	  ( 12 6 ) ( 14 7 )	  ( 14 10 ) ( 16 12 ) ( 12 9 ) ( 6 8 ) ( 15 11 )	  ( 16 4 ) ( 12 3 )	  ( 16 40 ) ( 10 36 ) ( 13 37 )	  ( 10 1 ) ( 13 2 ) ( 16 3 )	  ( 13 8 ) ( 16 11 ) ( 10 7 )	  ( 15 4 ) ( 16 5 )	  ( 16 12 ) ( 13 9 ) ( 10 8 )	  ( 15 9 ) ( 16 10 )	  ( 13 7 ) ( 16 8 ) ( 10 6 )	  ( 50 4 )	  ( 14 11 ) ( 13 8 )	  ( 15 12 ) ( 16 13 )	  ( 22 3 )	  ( 12 6 ) ( 16 7 )	  ( 13 7 ) ( 10 6 ) ( 16 8 )	  ( 10 3 ) ( 13 4 ) ( 16 5 )	  ( 50 3 )	  ( 15 9 ) ( 16 10 )	  ( 15 9 ) ( 16 10 )	  ( 15 9 ) ( 16 10 )	  ( 15 8 ) ( 16 9 )	  ( 15 8 ) ( 16 9 )	  ( 12 6 ) ( 16 7 )	  ( 12 5 ) ( 16 6 )
2	  ( 13 6 ) ( 16 7 )	  ( 50 1 )	  ( 2147483647 0 )	  ( 13 7 ) ( 16 8 )	  ( 16 9 ) ( 13 8 )	  ( 13 12 ) ( 16 13 )	  ( 13 7 ) ( 16 10 )	  ( 13 7 ) ( 16 10 )	  ( 9 8 ) ( 10 9 ) ( 15 10 ) ( 16 11 )	  ( 13 13 ) ( 16 14 )	  ( 13 12 ) ( 16 13 )	  ( 13 13 ) ( 16 14 )	  ( 13 5 ) ( 16 6 )	  ( 13 12 ) ( 16 13 )	  ( 15 7 ) ( 16 8 )	  ( 20 2 )	  ( 13 6 ) ( 16 7 )	  ( 15 10 ) ( 16 11 )	  ( 15 10 ) ( 16 11 )	  ( 13 16 ) ( 11 13 ) ( 16 17 )	  ( 16 9 ) ( 13 8 )	  ( 13 6 ) ( 16 7 )	  ( 16 38 ) ( 13 35 )	  ( 15 10 ) ( 16 11 )	  ( 16 3 )	  ( 13 6 ) ( 16 7 )	  ( 16 10 )	  ( 13 6 ) ( 16 9 )	  ( 10 4 ) ( 15 6 )	  ( 16 18 ) ( 13 17 ) ( 11 14 )	  ( 15 8 ) ( 16 9 )	  ( 13 16 ) ( 16 17 )	  ( 15 7 ) ( 16 8 )	  ( 13 16 ) ( 11 13 ) ( 16 17 )	  ( 13 6 ) ( 16 7 )	  ( 11 12 ) ( 16 18 ) ( 13 17 )	  ( 9 7 ) ( 10 9 ) ( 15 10 ) ( 16 11 )	  ( 13 7 ) ( 16 10 )	  ( 13 8 ) ( 16 9 )	  ( 16 1 )	  ( 16 7 ) ( 15 6 ) ( 10 5 )	  ( 9 8 ) ( 10 9 ) ( 16 11 ) ( 15 10 )	  ( 16 12 ) ( 15 11 ) ( 9 9 ) ( 10 10 )	  ( 15 9 ) ( 16 10 ) ( 10 8 )	  ( 13 8 ) ( 16 11 )	  ( 13 8 ) ( 16 10 )	  ( 13 5 ) ( 16 6 )	  ( 16 9 )	  ( 14 6 )	  ( 6 7 ) ( 10 8 ) ( 16 11 ) ( 15 10 )	  ( 16 3 )	  ( 16 39 ) ( 13 36 )	  ( 13 1 ) ( 16 2 )	  ( 16 10 ) ( 13 7 )	  ( 15 3 ) ( 16 4 )	  ( 16 11 ) ( 13 8 )	  ( 15 8 ) ( 16 9 )	  ( 13 6 ) ( 16 7 )	  ( 50 5 )	  ( 13 9 ) ( 14 10 ) ( 10 7 )	  ( 15 11 ) ( 16 12 )	  ( 22 2 )	  ( 16 6 )	  ( 13 6 ) ( 16 7 )	  ( 13 3 ) ( 16 4 )	  ( 25 3 ) ( 50 4 )	  ( 15 8 ) ( 16 9 )	  ( 15 8 ) ( 16 9 )	  ( 15 8 ) ( 16 9 )	  ( 15 7 ) ( 16 8 )	  ( 15 7 ) ( 16 8 )	  ( 16 6 )	  ( 16 5 )
3	  ( 22 7 )	  ( 13 8 ) ( 16 9 ) ( 10 7 )	  ( 13 7 ) ( 16 8 )	  ( 2147483647 0 )	  ( 20 1 ) ( 25 6 )	  ( 10 11 ) ( 22 17 )	  ( 20 2 ) ( 25 6 )	  ( 20 2 ) ( 25 7 )	  ( 22 15 )	  ( 10 12 ) ( 22 18 )	  ( 10 11 ) ( 22 17 )	  ( 10 12 ) ( 22 18 )	  ( 22 6 )	  ( 22 17 ) ( 10 11 )	  ( 22 5 )	  ( 14 8 ) ( 16 9 )	  ( 22 1 )	  ( 22 12 )	  ( 22 12 )	  ( 10 15 ) ( 22 21 ) ( 11 19 )	  ( 22 9 )	  ( 22 7 ) ( 13 3 )	  ( 50 30 )	  ( 22 12 )	  ( 22 8 )	  ( 22 7 )	  ( 22 16 )	  ( 50 1 )	  ( 14 12 ) ( 15 14 ) ( 10 11 )	  ( 11 20 ) ( 22 22 ) ( 10 16 )	  ( 22 8 )	  ( 22 21 ) ( 10 15 )	  ( 22 9 )	  ( 11 19 ) ( 22 23 ) ( 20 21 ) ( 10 15 )	  ( 22 7 )	  ( 22 22 ) ( 11 18 ) ( 10 16 )	  ( 9 14 ) ( 22 15 )	  ( 33 2 )	  ( 22 9 )	  ( 22 7 )	  ( 22 11 )	  ( 22 15 )	  ( 22 16 )	  ( 22 14 )	  ( 25 4 ) ( 20 3 )	  ( 20 2 ) ( 25 8 )	  ( 22 6 )	  ( 22 15 )	  ( 14 12 )	  ( 18 15 ) ( 22 16 ) ( 6 14 )	  ( 22 7 )	  ( 20 31 ) ( 22 35 )	  ( 22 6 )	  ( 16 2 ) ( 20 6 ) ( 22 8 )	  ( 22 8 )	  ( 22 9 ) ( 16 3 ) ( 20 5 )	  ( 22 4 )	  ( 22 7 )	  ( 10 11 ) ( 13 12 ) ( 16 13 )	  ( 14 16 ) ( 13 15 ) ( 10 14 )	  ( 22 11 )	  ( 11 8 ) ( 15 9 ) ( 16 10 )	  ( 22 12 )	  ( 22 11 ) ( 10 5 )	  ( 22 4 )	  ( 16 11 ) ( 13 10 )	  ( 22 10 ) ( 11 8 )	  ( 22 8 )	  ( 22 10 ) ( 18 8 )	  ( 22 9 )	  ( 22 9 )	  ( 22 12 )	  ( 22 11 )
4	  ( 20 8 ) ( 22 13 )	  ( 13 9 ) ( 10 8 ) ( 16 10 )	  ( 16 9 ) ( 13 8 )	  ( 20 1 ) ( 25 6 )	  ( 2147483647 0 )	  ( 10 10 ) ( 22 23 ) ( 20 18 )	  ( 50 2 )	  ( 50 1 )	  ( 16 15 ) ( 20 16 ) ( 22 21 )	  ( 10 11 ) ( 22 24 ) ( 20 19 )	  ( 10 10 ) ( 20 18 ) ( 22 23 )	  ( 10 11 ) ( 20 19 ) ( 22 24 )	  ( 20 7 ) ( 22 12 )	  ( 10 10 ) ( 22 23 ) ( 20 18 )	  ( 16 4 ) ( 20 6 ) ( 22 11 )	  ( 15 9 ) ( 16 10 )	  ( 20 2 ) ( 22 7 )	  ( 20 13 ) ( 22 18 )	  ( 20 13 ) ( 22 18 )	  ( 10 14 ) ( 20 22 ) ( 11 20 ) ( 22 27 )	  ( 20 10 ) ( 22 15 )	  ( 13 2 ) ( 20 8 ) ( 22 13 )	  ( 20 31 ) ( 25 34 )	  ( 22 18 ) ( 20 13 )	  ( 20 9 ) ( 22 14 )	  ( 22 13 ) ( 20 8 )	  ( 20 17 ) ( 22 22 )	  ( 25 5 ) ( 20 2 )	  ( 15 15 ) ( 14 12 )	  ( 10 15 ) ( 22 28 ) ( 20 23 ) ( 11 21 )	  ( 20 9 ) ( 22 14 )	  ( 20 22 ) ( 22 27 ) ( 10 14 )	  ( 20 10 ) ( 22 15 )	  ( 10 14 ) ( 11 20 ) ( 22 29 ) ( 20 22 )	  ( 20 8 ) ( 22 13 )	  ( 20 23 ) ( 10 15 ) ( 11 19 ) ( 22 28 )	  ( 16 15 ) ( 20 16 ) ( 22 21 )	  ( 9 2 ) ( 20 3 ) ( 25 4 )	  ( 22 15 ) ( 20 10 )	  ( 22 13 ) ( 20 8 )	  ( 20 12 ) ( 16 11 ) ( 22 17 )	  ( 22 21 ) ( 20 16 ) ( 16 15 )	  ( 20 17 ) ( 16 16 ) ( 22 22 )	  ( 22 20 ) ( 16 14 ) ( 20 15 )	  ( 50 2 )	  ( 50 2 )	  ( 20 7 ) ( 22 12 )	  ( 20 16 ) ( 22 21 )	  ( 14 13 )	  ( 20 17 ) ( 18 16 ) ( 16 15 ) ( 22 22 )	  ( 20 8 ) ( 22 13 )	  ( 20 32 ) ( 22 41 )	  ( 22 12 ) ( 20 7 )	  ( 16 1 ) ( 22 14 ) ( 20 5 )	  ( 16 8 ) ( 20 9 ) ( 22 14 )	  ( 16 2 ) ( 20 4 ) ( 22 15 )	  ( 20 5 ) ( 22 10 )	  ( 20 8 ) ( 22 13 )	  ( 16 14 ) ( 10 12 ) ( 14 13 )	  ( 14 17 ) ( 13 15 )	  ( 20 12 ) ( 22 17 )	  ( 15 10 ) ( 16 11 ) ( 11 9 )	  ( 20 13 ) ( 22 18 )	  ( 10 4 ) ( 20 12 ) ( 22 17 )	  ( 20 5 ) ( 22 10 )	  ( 16 12 ) ( 13 11 )	  ( 20 11 ) ( 11 9 ) ( 22 16 )	  ( 20 9 ) ( 22 14 )	  ( 18 9 ) ( 20 11 ) ( 22 16 )	  ( 20 10 ) ( 22 15 )	  ( 20 10 ) ( 22 15 )	  ( 20 13 ) ( 22 18 )	  ( 22 17 ) ( 20 12 )
5	  ( 22 16 )	  ( 13 13 ) ( 16 14 ) ( 10 12 )	  ( 13 12 ) ( 16 13 )	  ( 22 17 ) ( 10 11 )	  ( 10 10 ) ( 20 18 ) ( 22 23 )	  ( 2147483647 0 )	  ( 22 23 ) ( 10 10 ) ( 20 19 ) ( 13 17 )	  ( 20 19 ) ( 10 9 ) ( 22 24 ) ( 13 17 )	  ( 22 22 ) ( 10 19 ) ( 11 20 )	  ( 50 3 )	  ( 50 2 )	  ( 33 2 ) ( 50 10 )	  ( 22 15 )	  ( 50 1 )	  ( 10 14 ) ( 22 19 )	  ( 13 14 ) ( 16 15 )	  ( 10 11 ) ( 22 16 )	  ( 22 22 ) ( 10 21 )	  ( 22 22 ) ( 10 21 )	  ( 50 5 )	  ( 22 18 )	  ( 22 16 ) ( 10 12 )	  ( 22 47 ) ( 10 39 ) ( 13 45 )	  ( 10 21 ) ( 22 22 )	  ( 22 15 )	  ( 22 16 )	  ( 11 16 ) ( 22 21 )	  ( 13 16 ) ( 10 10 ) ( 22 18 )	  ( 10 16 ) ( 15 19 ) ( 13 18 )	  ( 50 6 )	  ( 10 17 ) ( 22 20 )	  ( 50 6 )	  ( 18 19 ) ( 10 18 ) ( 22 21 )	  ( 20 6 ) ( 50 7 )	  ( 22 16 )	  ( 40 6 )	  ( 22 22 ) ( 9 19 ) ( 11 20 )	  ( 22 19 ) ( 10 11 ) ( 13 17 )	  ( 22 18 )	  ( 22 12 )	  ( 22 18 ) ( 10 17 )	  ( 22 22 ) ( 11 19 )	  ( 22 23 ) ( 11 19 )	  ( 22 21 ) ( 11 20 ) ( 10 19 )	  ( 22 21 ) ( 20 20 ) ( 13 18 ) ( 10 12 )	  ( 22 25 ) ( 13 18 ) ( 20 19 ) ( 10 12 )	  ( 22 15 )	  ( 22 20 ) ( 11 15 )	  ( 14 17 ) ( 11 14 )	  ( 10 18 ) ( 18 22 ) ( 22 23 ) ( 11 19 )	  ( 22 14 )	  ( 22 50 ) ( 13 46 ) ( 20 48 ) ( 10 40 )	  ( 22 11 )	  ( 10 11 ) ( 22 22 ) ( 13 17 ) ( 16 19 )	  ( 22 15 )	  ( 20 22 ) ( 13 18 ) ( 10 12 ) ( 16 20 ) ( 22 23 )	  ( 10 13 ) ( 22 19 )	  ( 22 16 )	  ( 10 16 ) ( 16 18 ) ( 13 17 )	  ( 14 21 ) ( 11 18 )	  ( 10 20 ) ( 22 23 )	  ( 13 14 ) ( 16 15 )	  ( 11 13 ) ( 22 17 )	  ( 50 6 )	  ( 22 13 )	  ( 13 15 ) ( 16 16 )	  ( 10 17 ) ( 18 20 ) ( 22 22 )	  ( 22 20 ) ( 10 17 )	  ( 10 17 ) ( 18 20 ) ( 22 22 )	  ( 10 18 ) ( 20 19 ) ( 22 21 )	  ( 10 18 ) ( 22 19 )	  ( 11 12 ) ( 22 17 )	  ( 22 16 ) ( 11 13 )
6	  ( 22 13 ) ( 13 7 ) ( 20 9 )	  ( 13 8 ) ( 16 11 ) ( 10 7 )	  ( 13 7 ) ( 16 10 )	  ( 20 2 ) ( 25 6 )	  ( 50 2 )	  ( 10 10 ) ( 20 19 ) ( 22 23 ) ( 13 17 )	  ( 2147483647 0 )	  ( 50 1 )	  ( 20 17 ) ( 22 21 ) ( 13 15 )	  ( 10 11 ) ( 20 20 ) ( 22 24 ) ( 13 18 )	  ( 10 10 ) ( 20 19 ) ( 22 23 ) ( 13 17 )	  ( 10 11 ) ( 20 20 ) ( 22 24 ) ( 13 18 )	  ( 20 8 ) ( 13 6 ) ( 22 12 )	  ( 10 10 ) ( 20 19 ) ( 13 17 ) ( 22 23 )	  ( 20 7 ) ( 13 5 ) ( 16 6 ) ( 22 11 )	  ( 16 11 ) ( 14 10 ) ( 13 8 )	  ( 13 1 ) ( 20 3 ) ( 22 7 )	  ( 20 14 ) ( 13 12 ) ( 22 18 )	  ( 22 18 ) ( 13 12 ) ( 20 14 )	  ( 20 23 ) ( 22 27 ) ( 10 14 ) ( 11 19 ) ( 13 21 )	  ( 13 9 ) ( 22 15 ) ( 20 11 )	  ( 20 9 ) ( 22 13 ) ( 13 3 )	  ( 20 30 ) ( 25 34 )	  ( 22 18 ) ( 20 14 ) ( 13 12 )	  ( 20 10 ) ( 22 14 ) ( 13 8 )	  ( 13 7 ) ( 20 9 ) ( 22 13 )	  ( 20 18 ) ( 13 16 ) ( 22 22 )	  ( 20 1 ) ( 25 5 )	  ( 14 14 ) ( 15 16 ) ( 13 12 ) ( 10 11 )	  ( 10 15 ) ( 20 24 ) ( 22 28 ) ( 11 20 ) ( 13 22 )	  ( 20 10 ) ( 22 14 ) ( 13 8 )	  ( 13 21 ) ( 10 14 ) ( 20 23 ) ( 22 27 )	  ( 13 9 ) ( 20 11 ) ( 22 15 )	  ( 20 23 ) ( 10 14 ) ( 11 19 ) ( 13 21 ) ( 22 29 )	  ( 22 13 ) ( 13 7 ) ( 20 9 )	  ( 10 15 ) ( 11 18 ) ( 13 22 ) ( 20 24 ) ( 22 28 )	  ( 20 17 ) ( 22 21 ) ( 9 14 ) ( 13 15 )	  ( 20 2 ) ( 25 4 )	  ( 22 15 ) ( 20 11 ) ( 13 9 )	  ( 22 13 ) ( 13 7 ) ( 20 9 )	  ( 13 11 ) ( 20 13 ) ( 22 17 )	  ( 20 17 ) ( 13 15 ) ( 22 21 )	  ( 20 18 ) ( 13 16 ) ( 22 22 )	  ( 13 14 ) ( 22 20 ) ( 20 16 )	  ( 50 2 )	  ( 50 2 )	  ( 13 6 ) ( 20 8 ) ( 22 12 )	  ( 20 17 ) ( 13 15 ) ( 22 21 )	  ( 13 12 ) ( 14 14 )	  ( 13 15 ) ( 20 18 ) ( 6 14 ) ( 18 17 ) ( 22 22 )	  ( 22 13 ) ( 20 9 ) ( 13 7 )	  ( 20 31 ) ( 22 41 )	  ( 20 8 ) ( 22 12 ) ( 13 6 )	  ( 16 3 ) ( 8 2 ) ( 22 14 ) ( 20 5 )	  ( 22 14 ) ( 13 8 ) ( 20 10 )	  ( 20 4 ) ( 22 15 ) ( 8 3 )	  ( 20 6 ) ( 13 4 ) ( 22 10 )	  ( 20 9 ) ( 13 7 ) ( 22 13 )	  ( 10 11 ) ( 13 12 ) ( 16 15 )	  ( 13 15 ) ( 10 14 ) ( 14 18 )	  ( 13 11 ) ( 20 13 ) ( 22 17 )	  ( 15 11 ) ( 13 9 ) ( 16 12 ) ( 11 8 )	  ( 22 18 ) ( 13 12 ) ( 20 14 )	  ( 10 4 ) ( 20 13 ) ( 22 17 ) ( 13 11 )	  ( 20 6 ) ( 13 4 ) ( 22 10 )	  ( 16 13 ) ( 13 10 )	  ( 20 12 ) ( 22 16 ) ( 11 8 ) ( 13 10 )	  ( 20 10 ) ( 13 8 ) ( 22 14 )	  ( 18 10 ) ( 20 12 ) ( 13 8 ) ( 22 16 )	  ( 13 9 ) ( 20 11 ) ( 22 15 )	  ( 20 11 ) ( 13 9 ) ( 22 15 )	  ( 20 14 ) ( 13 12 ) ( 22 18 )	  ( 13 11 ) ( 20 13 ) ( 22 17 )
7	  ( 13 7 ) ( 20 9 ) ( 22 14 )	  ( 13 8 ) ( 10 7 ) ( 16 11 )	  ( 13 7 ) ( 16 10 )	  ( 25 7 ) ( 20 2 )	  ( 50 1 )	  ( 13 17 ) ( 10 9 ) ( 22 24 ) ( 20 19 )	  ( 50 1 )	  ( 2147483647 0 )	  ( 22 22 ) ( 16 16 ) ( 13 15 ) ( 20 17 )	  ( 20 20 ) ( 10 10 ) ( 13 18 ) ( 22 25 )	  ( 13 17 ) ( 20 19 ) ( 10 9 ) ( 22 24 )	  ( 20 20 ) ( 10 10 ) ( 13 18 ) ( 22 25 )	  ( 20 8 ) ( 13 6 ) ( 22 13 )	  ( 13 17 ) ( 10 9 ) ( 22 24 ) ( 20 19 )	  ( 16 5 ) ( 20 7 ) ( 22 12 )	  ( 13 8 ) ( 15 10 ) ( 16 11 )	  ( 13 2 ) ( 22 8 ) ( 20 3 )	  ( 13 12 ) ( 20 14 ) ( 22 19 )	  ( 22 19 ) ( 13 12 ) ( 20 14 )	  ( 13 21 ) ( 20 23 ) ( 10 13 ) ( 11 19 ) ( 22 28 )	  ( 13 9 ) ( 20 11 ) ( 22 16 )	  ( 20 9 ) ( 13 3 ) ( 22 14 )	  ( 20 30 ) ( 25 35 )	  ( 20 14 ) ( 13 12 ) ( 22 19 )	  ( 13 8 ) ( 20 10 ) ( 22 15 )	  ( 13 7 ) ( 22 14 ) ( 20 9 )	  ( 13 16 ) ( 20 18 ) ( 22 23 )	  ( 20 1 ) ( 25 6 )	  ( 10 11 ) ( 13 12 ) ( 15 16 ) ( 14 13 )	  ( 10 14 ) ( 11 20 ) ( 13 22 ) ( 22 29 ) ( 20 24 )	  ( 13 8 ) ( 20 10 ) ( 22 15 )	  ( 13 21 ) ( 20 23 ) ( 10 13 ) ( 22 28 )	  ( 13 9 ) ( 20 11 ) ( 22 16 )	  ( 13 21 ) ( 20 23 ) ( 10 13 ) ( 11 19 ) ( 22 30 )	  ( 13 7 ) ( 20 9 ) ( 22 14 )	  ( 10 14 ) ( 11 18 ) ( 20 24 ) ( 13 22 ) ( 22 29 )	  ( 9 14 ) ( 13 15 ) ( 16 16 ) ( 20 17 ) ( 22 22 )	  ( 20 2 ) ( 25 5 )	  ( 13 9 ) ( 22 16 ) ( 20 11 )	  ( 13 7 ) ( 22 14 ) ( 20 9 )	  ( 16 12 ) ( 22 18 ) ( 13 11 ) ( 20 13 )	  ( 22 22 ) ( 13 15 ) ( 16 16 ) ( 20 17 )	  ( 13 16 ) ( 16 17 ) ( 20 18 ) ( 22 23 )	  ( 13 14 ) ( 16 15 ) ( 20 16 ) ( 22 21 )	  ( 50 3 )	  ( 50 3 )	  ( 20 8 ) ( 13 6 ) ( 22 13 )	  ( 13 15 ) ( 20 17 ) ( 22 22 )	  ( 13 12 ) ( 14 14 )	  ( 6 14 ) ( 16 16 ) ( 13 15 ) ( 20 18 ) ( 18 17 ) ( 22 23 )	  ( 13 7 ) ( 20 9 ) ( 22 14 )	  ( 20 31 ) ( 22 42 )	  ( 20 8 ) ( 13 6 ) ( 22 13 )	  ( 16 2 ) ( 20 6 ) ( 22 15 )	  ( 13 8 ) ( 20 10 ) ( 16 9 ) ( 22 15 )	  ( 16 3 ) ( 22 16 ) ( 20 5 )	  ( 13 4 ) ( 20 6 ) ( 22 11 )	  ( 13 7 ) ( 20 9 ) ( 22 14 )	  ( 10 11 ) ( 16 15 ) ( 13 12 ) ( 14 14 )	  ( 13 15 ) ( 10 14 ) ( 14 18 )	  ( 13 11 ) ( 20 13 ) ( 22 18 )	  ( 13 9 ) ( 15 11 ) ( 11 8 ) ( 16 12 )	  ( 13 12 ) ( 20 14 ) ( 22 19 )	  ( 10 3 ) ( 22 18 ) ( 13 11 ) ( 20 13 )	  ( 13 4 ) ( 20 6 ) ( 22 11 )	  ( 13 10 ) ( 16 13 )	  ( 11 8 ) ( 13 10 ) ( 22 17 ) ( 20 12 )	  ( 13 8 ) ( 20 10 ) ( 22 15 )	  ( 13 8 ) ( 20 12 ) ( 18 10 ) ( 22 17 )	  ( 13 9 ) ( 20 11 ) ( 22 16 )	  ( 13 9 ) ( 20 11 ) ( 22 16 )	  ( 13 12 ) ( 22 19 ) ( 20 14 )	  ( 13 11 ) ( 20 13 ) ( 22 18 )
